TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
CCXC3;1,16;;-0,19;-0,03;0,39;;;;-11,09;-10,90;0,19;;;-0,03;;0,06;-13,51;-208,66;0,23;-15,45;16,45;0,00;;;;-45,41;-6,13;0,00;1.973.425,64
CEAB3;5,06;;4,74;0,52;0,18;46,52;1,80;6,38;16,81;20,34;3,50;0,11;0,30;1,03;-0,33;1,63;10,99;3,79;-5,38;0,35;0,65;0,59;1,51;;17.283.444,42;9,72;1,07;-0,02;1.578.214.748,16
CEBR3;18,06;104,31;1,05;1,24;0,87;48,62;547,73;364,47;0,70;0,31;-0,38;-0,68;3,82;2,53;-2,36;2,17;118,17;82,57;118,14;0,70;0,30;0,23;-30,49;61,89;72.107,76;14,68;17,35;0,01;1.311.890.853,00
CEBR5;18,38;111,03;0,98;1,16;0,81;48,62;547,73;364,47;0,66;0,31;-0,38;-0,68;3,59;2,38;-2,22;2,17;118,17;82,57;118,14;0,70;0,30;0,23;-30,49;61,89;49.410,96;14,68;17,35;0,01;1.311.890.853,00
CEBR6;18,00;115,89;1,04;1,23;0,86;48,62;547,73;364,47;0,69;0,31;-0,38;-0,68;3,78;2,51;-2,34;2,17;118,17;82,57;118,14;0,70;0,30;0,23;-30,49;61,89;366.347,42;14,68;17,35;0,01;1.311.890.853,00
CEDO3;7,00;;45,69;0,48;0,08;15,67;4,67;0,16;1,57;6,03;4,64;1,41;0,07;-1,11;-0,17;0,87;1,04;0,18;11,82;0,18;0,82;1,15;13,54;;21.271,93;14,68;0,15;-0,44;61.328.350,08
CEDO4;4,94;;33,94;0,35;0,06;15,67;4,67;0,16;1,17;6,03;4,64;1,41;0,05;-0,83;-0,13;0,87;1,04;0,18;11,82;0,18;0,82;1,15;13,54;;19.952,16;14,68;0,15;-0,33;61.328.350,08
CEEB3;36,70;17,25;5,87;1,59;0,40;25,04;19,75;11,70;3,48;8,19;3,80;1,73;0,69;15,49;-0,52;1,13;27,02;6,84;13,80;0,25;0,75;0,58;15,08;45,08;34.250,61;23,56;6,37;0,16;12.365.486.221,64
CEEB5;36,61;17,63;5,75;1,55;0,39;25,04;19,75;11,70;3,41;8,19;3,80;1,73;0,67;15,16;-0,51;1,13;27,02;6,84;13,80;0,25;0,75;0,58;15,08;45,08;7.800,00;23,56;6,37;0,16;12.365.486.221,64
CEEB6;60,68;11,70;9,53;2,58;0,65;25,04;19,75;11,70;5,64;8,19;3,80;1,73;1,11;25,12;-0,85;1,13;27,02;6,84;13,80;0,25;0,75;0,58;15,08;45,08;;23,56;6,37;0,26;12.365.486.221,64
CEED3;43,00;;-7,44;-1,10;0,44;9,93;0,80;-8,07;74,90;130,66;55,75;;0,60;8,23;-0,71;1,16;-14,83;-5,85;1,63;-0,39;1,39;0,72;12,08;;5.103,00;-38,94;-5,78;0,10;2.935.437.630,60
CEED4;45,90;;-7,95;-1,18;0,46;9,93;0,80;-8,07;79,95;130,66;55,75;;0,64;8,78;-0,75;1,16;-14,83;-5,85;1,63;-0,39;1,39;0,72;12,08;;6.840,50;-38,94;-5,78;0,10;2.935.437.630,60
CEGR3;79,89;3,17;43,68;20,32;5,55;26,47;17,50;10,76;26,85;28,14;1,29;0,98;4,70;-37,75;-7,31;0,62;46,52;12,70;24,45;0,27;0,73;1,18;7,18;10,31;7.989,50;3,93;1,83;1,25;23.107.758.148,00
CEPE3;125,26;1,98;24,86;5,10;0,72;17,56;11,12;4,42;9,89;15,42;6,37;3,29;1,10;17,21;-1,06;1,15;20,52;2,90;9,55;0,14;0,86;0,65;12,45;;;24,55;5,04;0,34;8.553.535.205,68
CEPE5;30,00;8,26;5,95;1,22;0,17;17,56;11,12;4,42;2,37;15,42;6,37;3,29;0,26;4,12;-0,25;1,15;20,52;2,90;9,55;0,14;0,86;0,65;12,45;;20.669,00;24,55;5,04;0,08;8.553.535.205,68
CEPE6;29,90;9,11;5,93;1,22;0,17;17,56;11,12;4,42;2,36;15,42;6,37;3,29;0,26;4,11;-0,25;1,15;20,52;2,90;9,55;0,14;0,86;0,65;12,45;;24.989,33;24,55;5,04;0,08;8.553.535.205,68
CESP3;25,55;;18,98;1,10;0,58;57,01;57,55;19,23;6,34;7,42;1,13;0,20;3,65;-115,81;-0,63;0,94;5,81;3,06;11,01;0,53;0,47;0,16;6,56;4,67;140.577,00;23,16;1,35;-0,25;8.302.192.833,55
CESP5;25,00;;18,57;1,08;0,57;57,01;57,55;19,23;6,20;7,42;1,13;0,20;3,57;-113,32;-0,61;0,94;5,81;3,06;11,01;0,53;0,47;0,16;6,56;4,67;8.894,80;23,16;1,35;-0,25;8.302.192.833,55
CESP6;25,25;;18,76;1,09;0,57;57,01;57,55;19,23;6,27;7,42;1,13;0,20;3,61;-114,45;-0,62;0,94;5,81;3,06;11,01;0,53;0,47;0,16;6,56;4,67;75.751.511,28;23,16;1,35;-0,25;8.302.192.833,55
CGAS3;126,78;12,82;7,93;15,20;1,37;30,00;22,03;18,10;6,51;8,86;2,35;5,48;1,43;-43,12;-2,07;0,91;191,74;17,27;30,09;0,09;0,91;0,95;15,66;18,65;145.534,40;8,34;15,99;0,09;16.800.960.019,86
CGAS5;128,79;13,94;8,02;15,37;1,38;30,00;22,03;18,10;6,59;8,86;2,35;5,48;1,45;-43,61;-2,09;0,91;191,74;17,27;30,09;0,09;0,91;0,95;15,66;18,65;518.410,88;8,34;15,99;0,10;16.800.960.019,86
CGRA3;37,33;6,21;4,17;0,97;0,67;53,42;29,35;28,46;4,05;3,82;-0,20;-0,05;1,19;2,38;-1,31;2,38;23,36;16,10;18,20;0,69;0,31;0,57;9,46;22,23;124.120,28;38,71;9,04;0,03;732.027.806,12
CGRA4;36,85;6,28;4,12;0,96;0,66;53,42;29,35;28,46;4,00;3,82;-0,20;-0,05;1,17;2,35;-1,29;2,38;23,36;16,10;18,20;0,69;0,31;0,57;9,46;22,23;268.902,38;38,71;9,04;0,03;732.027.806,12
CIEL3;3,23;5,30;8,99;1,28;0,09;29,08;13,49;8,31;5,53;5,99;0,46;0,11;0,75;0,73;-0,63;1,16;14,28;0,97;7,62;0,07;0,90;0,12;-1,02;-24,69;109.191.364,81;2,50;0,36;0,09;8.802.480.797,64
CLSA3;5,93;;-14,93;1,43;1,13;37,43;-16,87;-16,29;-14,41;-6,09;8,30;-0,82;2,43;1,50;-10,86;6,22;-9,59;-7,54;-10,09;0,79;0,21;0,46;;;22.272.653,19;4,14;-0,40;0,03;1.116.280.796,40
CLSC3;59,99;8,58;6,36;0,88;0,19;10,51;6,04;4,13;4,34;6,51;2,21;0,45;0,26;4,79;-0,28;1,15;13,89;3,04;8,19;0,22;0,78;0,74;13,22;;26.145,00;67,96;9,44;-0,21;2.301.465.738,93
CLSC4;59,25;9,58;6,27;0,87;0,19;10,51;6,04;4,13;4,28;6,51;2,21;0,45;0,26;4,72;-0,28;1,15;13,89;3,04;8,19;0,22;0,78;0,74;13,22;;336.158,42;67,96;9,44;-0,21;2.301.465.738,93
CMIG3;20,36;6,49;9,19;1,77;0,66;19,98;20,66;11,15;4,96;5,37;1,27;0,45;1,02;15,24;-0,88;1,21;19,28;7,21;19,48;0,37;0,63;0,65;12,38;62,18;6.350.253,19;11,49;2,22;0,30;28.631.550.633,34
CMIG4;15,10;8,77;6,80;1,31;0,49;19,98;20,66;11,15;3,67;5,37;1,27;0,45;0,76;11,28;-0,65;1,21;19,28;7,21;19,48;0,37;0,63;0,65;12,38;62,18;121.636.634,08;11,49;2,22;0,22;28.631.550.633,34
CMIN3;5,93;7,98;5,15;2,34;1,22;57,94;49,74;33,46;3,47;2,80;-0,66;-0,44;1,72;5,24;-2,31;1,96;45,51;23,60;35,46;0,52;0,48;0,71;;;42.371.704,19;2,50;1,14;0,09;33.044.264.675,58
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,16;0,16;-0,89;;0,00;0,00;41,92;-553,92;-542,38;-560,22;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,16;0,16;-0,89;;0,00;0,00;41,92;-553,92;-542,38;-560,22;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-33,48;-32,28;4,91;-29,13;-29,22;-46,53;-53,32;-60,99;-7,67;;15,58;-22,27;-5,90;0,43;-96,39;-14,67;-18,78;-0,15;1,15;0,32;-8,64;;;-0,94;-0,90;0,90;935.885.083,86
COCE3;58,92;6,14;9,39;1,32;0,41;16,31;11,33;6,02;4,99;7,44;3,74;0,99;0,57;-30,28;-0,58;0,96;14,01;4,35;10,51;0,31;0,69;0,72;14,63;4,45;11.395,50;44,79;6,28;0,11;3.403.186.577,58
COCE5;53,04;6,82;8,45;1,18;0,37;16,31;11,33;6,02;4,49;7,44;3,74;0,99;0,51;-27,23;-0,52;0,96;14,01;4,35;10,51;0,31;0,69;0,72;14,63;4,45;1.926.300,92;44,79;6,28;0,10;3.403.186.577,58
COCE6;19,17;18,87;3,05;0,43;0,13;16,31;11,33;6,02;1,62;7,44;3,74;0,99;0,18;-9,85;-0,19;0,96;14,01;4,35;10,51;0,31;0,69;0,72;14,63;4,45;;44,79;6,28;0,04;3.403.186.577,58
COGN3;2,82;;-10,86;0,39;0,19;60,16;1,64;-10,24;67,74;142,57;74,83;0,43;1,11;1,84;-0,25;1,70;-3,55;-1,72;0,15;0,48;0,52;0,17;-1,85;;106.624.460,96;7,34;-0,26;0,12;5.310.795.574,30
CORR3;2,71;;-0,03;-0,08;0,00;89,26;-294,80;-215,17;-0,02;5,13;5,61;;0,07;0,00;-0,02;25,42;-250,06;-9,58;391,38;-0,04;1,04;0,04;-18,56;;;-33,56;-83,92;0,00;1.278.894,65
CORR4;82,00;7,50;-0,98;-2,44;0,09;89,26;-294,80;-215,17;-0,71;5,13;5,61;;2,10;0,12;-0,46;25,42;-250,06;-9,58;391,38;-0,04;1,04;0,04;-18,56;;;-33,56;-83,92;0,01;1.278.894,65
CPFE3;33,21;11,15;8,06;2,28;0,58;23,61;18,89;12,11;5,17;7,81;2,65;1,17;0,98;14,50;-0,76;1,20;28,25;7,18;14,40;0,25;0,75;0,59;15,46;39,43;108.408.212,15;14,59;4,12;0,27;38.312.460.130,00
CPLE11;36,73;9,77;4,06;0,91;0,41;20,28;22,71;20,65;3,69;5,22;1,53;0,38;0,84;6,26;-0,52;1,40;22,33;10,00;12,31;0,45;0,55;0,48;12,85;40,78;18.225.383,35;40,52;9,05;0,15;20.141.035.600,00
CPLE3;6,70;9,90;3,71;0,83;0,37;20,28;22,71;20,65;3,37;5,22;1,53;0,38;0,77;5,72;-0,48;1,40;22,33;10,00;12,31;0,45;0,55;0,48;12,85;40,78;8.139.209,58;8,10;1,81;0,14;20.141.035.600,00
CPLE5;25,00;3,18;13,81;3,09;1,38;20,28;22,71;20,65;12,56;5,22;1,53;0,38;2,85;21,31;-1,78;1,40;22,33;10,00;12,31;0,45;0,55;0,48;12,85;40,78;3.708,00;8,10;1,81;0,51;20.141.035.600,00
CPLE6;7,55;9,72;4,16;0,93;0,42;20,28;22,71;20,65;3,78;5,22;1,53;0,38;0,86;6,41;-0,54;1,40;22,33;10,00;12,31;0,45;0,55;0,48;12,85;40,78;95.865.310,54;8,10;1,81;0,15;20.141.035.600,00
CPRE3;18,23;;7,40;1,85;0,91;63,82;51,40;42,71;6,15;6,99;0,85;0,26;3,16;-16,36;-1,01;0,65;25,06;12,32;21,89;0,49;0,51;0,29;15,78;;;9,83;2,46;0,09;10.824.655.047,92
CRDE3;18,10;;-7,10;0,49;0,43;17,94;-155,14;-142,37;-6,52;-4,72;1,80;-0,14;10,11;4,54;-0,52;2,11;-6,95;-5,99;-7,61;0,86;0,14;0,04;-22,10;;8.468,18;41,47;-2,88;0,13;45.730.248,64
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;23,35;3,89;14,73;2,52;0,79;19,13;6,58;4,04;9,05;9,45;0,40;0,11;0,60;26,29;-1,65;1,06;17,09;5,34;15,14;0,31;0,69;1,32;10,34;21,78;107.888.339,96;9,26;1,58;0,83;46.396.803.888,00
CRIV3;5,01;0,50;;0,49;0,05;57,41;15,44;0,00;4,16;4,25;;;0,64;0,14;-0,07;16,40;0,00;0,00;;0,10;0,90;0,07;-1,83;;10.754,74;10,33;0,00;;523.699.337,22
CRIV4;5,19;8,55;;0,51;0,05;57,41;15,44;0,00;4,36;4,25;;;0,67;0,14;-0,08;16,40;0,00;0,00;;0,10;0,90;0,07;-1,83;;8.035,79;10,33;0,00;;523.699.337,22
CRPG3;59,00;8,50;6,19;1,95;1,43;32,73;29,56;28,87;6,05;5,13;-0,61;-0,20;1,79;3,13;-3,83;3,67;31,54;23,08;31,04;0,73;0,27;0,80;17,77;26,92;9.399,50;30,22;9,53;0,12;1.632.326.796,73
CRPG5;54,21;9,21;5,72;1,80;1,32;32,73;29,56;28,87;5,58;5,13;-0,61;-0,20;1,65;2,89;-3,53;3,67;31,54;23,08;31,04;0,73;0,27;0,80;17,77;26,92;366.731,88;30,22;9,53;0,11;1.632.326.796,73
CRPG6;54,48;9,29;5,66;1,79;1,31;32,73;29,56;28,87;5,53;5,13;-0,61;-0,20;1,64;2,87;-3,50;3,67;31,54;23,08;31,04;0,73;0,27;0,80;17,77;26,92;26.361,88;30,22;9,53;0,11;1.632.326.796,73
CSAB3;63,98;1,59;52,77;2,83;1,31;135,87;202,63;322,07;83,88;73,98;;;169,96;7,69;-1,74;3,17;5,36;2,48;;0,46;0,54;0,01;-42,66;-30,14;13.000,00;22,61;1,21;-0,65;433.382.400,00
CSAB4;48,88;2,29;40,32;2,16;1,00;135,87;202,63;322,07;64,08;73,98;;;129,85;5,88;-1,33;3,17;5,36;2,48;;0,46;0,54;0,01;-42,66;-30,14;5.000,00;22,61;1,21;-0,49;433.382.400,00
CSAN3;23,21;2,72;7,12;1,51;0,45;25,45;34,83;24,58;5,03;8,81;3,77;1,13;1,75;3,04;-0,62;2,11;21,21;6,26;10,57;0,30;0,70;0,25;26,99;42,66;166.616.877,42;15,41;3,27;0,01;43.647.112.006,28
CSED3;4,59;;21,13;1,21;0,37;47,27;17,21;4,56;5,59;5,85;0,29;0,06;0,96;2,36;-0,50;2,33;5,71;1,74;11,78;0,30;0,70;0,38;;;3.176.565,08;3,81;0,22;-0,08;1.756.382.304,00
CSMG3;13,70;4,76;9,87;0,79;0,42;36,46;14,36;9,12;6,27;9,42;3,16;0,40;0,90;8,14;-0,52;1,34;7,95;4,23;6,79;0,53;0,47;0,46;7,89;4,37;29.356.117,23;17,78;1,41;-0,29;5.372.975.864,97
CSNA3;25,03;8,39;2,85;1,49;0,44;46,07;42,87;25,59;1,70;2,34;0,64;0,57;0,73;3,35;-0,79;1,43;52,44;15,44;27,81;0,29;0,71;0,60;22,81;;303.111.951,27;16,85;8,83;0,01;34.729.726.896,41
CSRN3;18,48;11,79;5,83;2,05;0,60;24,61;19,91;14,74;4,31;7,07;2,74;1,30;0,86;-27,73;-0,83;0,93;35,23;10,27;16,48;0,29;0,71;0,70;15,05;25,49;8.388,94;9,00;3,17;0,10;3.120.955.882,95
CSRN5;18,87;12,70;5,95;2,10;0,61;24,61;19,91;14,74;4,40;7,07;2,74;1,30;0,88;-28,32;-0,85;0,93;35,23;10,27;16,48;0,29;0,71;0,70;15,05;25,49;5.977,50;9,00;3,17;0,11;3.120.955.882,95
CSRN6;18,87;12,70;5,95;2,10;0,61;24,61;19,91;14,74;4,40;7,07;2,74;1,30;0,88;-28,32;-0,85;0,93;35,23;10,27;16,48;0,29;0,71;0,70;15,05;25,49;7.674,50;9,00;3,17;0,11;3.120.955.882,95
CTCA3;0,00;;0,00;0,00;0,00;66,81;42,92;30,51;0,00;-2,31;-2,31;-0,54;0,00;0,00;0,00;3,01;16,74;11,92;15,53;0,71;0,29;0,39;31,33;138,13;;2,15;0,36;0,00;0,00
CTKA3;27,50;;2,97;-1,27;0,27;40,55;12,21;10,46;2,54;9,94;8,13;;0,31;0,91;-0,93;1,72;-42,91;9,12;15,23;-0,21;1,21;0,87;12,05;;8.730,00;-21,59;9,26;-0,10;121.242.293,15
CTKA4;12,65;;1,37;-0,59;0,12;40,55;12,21;10,46;1,17;9,94;8,13;;0,14;0,42;-0,43;1,72;-42,91;9,12;15,23;-0,21;1,21;0,87;12,05;;46.511,09;-21,59;9,26;-0,05;121.242.293,15
CTNM3;8,01;;-3,00;0,18;0,06;31,90;7,34;-3,70;1,51;8,55;7,48;0,88;0,11;-2,21;-0,10;0,94;-5,93;-1,94;5,34;0,33;0,67;0,52;-3,61;;3.682,75;45,08;-2,67;0,05;171.479.456,63
CTNM4;3,62;;-1,39;0,08;0,03;31,90;7,34;-3,70;0,70;8,55;7,48;0,88;0,05;-1,02;-0,05;0,94;-5,93;-1,94;5,34;0,33;0,67;0,52;-3,61;;59.387,19;45,08;-2,67;0,02;171.479.456,63
CTSA3;1,94;;8,01;0,71;0,32;15,79;8,32;4,51;4,34;7,53;3,18;0,52;0,36;11,25;-0,55;1,08;8,89;4,04;8,85;0,45;0,55;0,89;9,79;;148.014,96;2,74;0,24;-0,01;215.920.312,20
CTSA4;1,17;;4,85;0,43;0,20;15,79;8,32;4,51;2,63;7,53;3,18;0,52;0,22;6,81;-0,33;1,08;8,89;4,04;8,85;0,45;0,55;0,89;9,79;;109.890,08;2,74;0,24;-0,01;215.920.312,20
CTSA8;0,00;;0,00;0,00;0,00;15,79;8,32;4,51;0,00;7,53;3,18;0,52;0,00;0,00;0,00;1,08;8,89;4,04;8,85;0,45;0,55;0,89;9,79;;;2,74;0,24;0,00;215.920.312,20
CURY3;8,04;7,04;7,82;3,17;0,90;37,09;21,65;17,24;6,23;5,44;-0,80;-0,41;1,35;3,09;-3,24;1,68;40,60;11,54;30,10;0,28;0,72;0,67;;;7.563.034,85;2,53;1,03;0,00;2.317.488.198,72
CVCB3;15,67;;-7,44;9,45;0,72;100,00;-53,72;-57,68;-7,99;-8,03;-0,01;0,01;4,29;-9,41;-1,80;0,89;-126,93;-9,61;-36,79;0,08;0,92;0,17;-4,94;;203.818.846,88;1,67;-2,12;0,12;3.538.224.545,57
CXSE3;8,03;3,05;12,69;2,28;2,26;;;;11,01;10,88;-0,17;-0,03;;27,46;-2,48;10,21;17,96;17,80;17,86;0,99;0,01;0,00;;11,72;16.315.365,85;3,52;0,63;1,77;24.360.000.000,00
CYRE3;16,40;6,55;7,25;0,98;0,48;34,77;22,19;19,09;6,24;7,31;1,07;0,17;1,38;1,23;-1,13;3,11;13,44;6,61;9,33;0,49;0,51;0,35;8,44;43,29;144.021.039,19;17,02;2,29;-0,15;6.563.776.759,58
DASA3;23,28;1,30;-57,18;1,72;0,56;29,92;0,85;-2,17;146,36;191,67;45,56;0,53;1,24;-157,73;-0,79;0,99;-3,00;-0,97;-0,45;0,32;0,68;0,45;27,93;;11.201.917,65;13,47;-0,40;-1,14;13.005.415.724,80
DESK3;15,81;;53,75;1,56;0,64;56,91;19,70;7,39;20,16;23,84;3,65;0,28;3,97;5,51;-0,86;1,85;2,89;1,19;4,09;0,41;0,59;0,16;;;6.650.879,54;10,22;0,30;-13,89;1.420.937.471,40
DEXP3;7,74;3,65;3,76;1,36;0,56;20,82;14,32;10,81;2,84;3,83;0,99;0,47;0,41;1,71;-1,63;1,98;36,22;14,81;28,29;0,41;0,59;1,37;32,29;29,54;3.501.595,54;5,63;2,04;0,06;717.488.647,80
DEXP4;7,21;4,08;3,58;1,30;0,53;20,82;14,32;10,81;2,70;3,83;0,99;0,47;0,39;1,63;-1,54;1,98;36,22;14,81;28,29;0,41;0,59;1,37;32,29;29,54;45.164,40;5,63;2,04;0,06;717.488.647,80
DIRR3;11,60;5,88;11,03;1,21;0,31;36,43;18,18;8,98;5,45;6,14;0,70;0,16;0,99;0,75;-0,62;5,75;10,93;2,81;10,50;0,26;0,74;0,31;5,52;;23.882.955,65;9,73;1,06;0,27;1.765.500.000,00
DMMO3;1,21;;10,68;-1,11;2,62;57,25;72,59;30,59;4,50;4,45;-0,09;;3,27;48,75;-5,22;1,12;-10,38;24,54;-24,63;-2,36;3,36;0,80;-1,34;;25.951.531,35;-1,07;0,11;-0,09;601.428.381,42
DMVF3;4,89;;124,78;0,29;0,17;32,50;-0,19;0,17;-116,92;-95,69;21,48;-0,05;0,22;6,62;-0,23;1,10;0,24;0,13;-2,62;0,57;0,43;0,78;;;1.021.032,04;16,56;0,04;0,08;242.387.613,18
DOHL3;19,00;0,98;18,58;2,04;1,56;30,33;12,38;11,47;17,21;13,92;0,06;0,01;2,13;3,87;-3,27;4,32;10,98;8,38;9,68;0,76;0,24;0,73;9,46;38,00;1.900,00;9,32;1,02;-2,34;1.156.870.778,40
DOHL4;5,71;3,53;5,67;0,62;0,48;30,33;12,38;11,47;5,25;13,92;0,06;0,01;0,65;1,18;-1,00;4,32;10,98;8,38;9,68;0,76;0,24;0,73;9,46;38,00;34.504,73;9,32;1,02;-0,71;1.156.870.778,40
DOTZ3;2,82;;-4,48;-4,74;0,91;89,34;-59,40;-66,61;-5,02;-1,47;3,55;;2,98;49,41;-5,62;1,02;-105,75;-20,23;168,98;-0,19;1,19;0,30;;;414.605,23;-0,59;-0,62;-0,15;376.394.803,20
DTCY3;7,85;;-18,14;376,64;5,77;22,43;-49,96;-50,31;-18,26;-23,55;-0,12;2,57;9,12;-22,72;-8,41;0,55;-2.076,72;-31,81;-241,13;0,02;0,98;0,63;-8,48;;2.331,14;0,02;-0,43;0,01;112.052.739,60
DTCY4;62,60;;-144,63;3.003,49;46,01;22,43;-49,96;-50,31;-145,65;-23,55;-0,12;2,57;72,77;-181,18;-67,05;0,55;-2.076,72;-31,81;-241,13;0,02;0,98;0,63;-8,48;;;0,02;-0,43;0,07;112.052.739,60
DXCO3;13,63;9,30;6,07;1,83;0,78;35,13;23,15;21,12;5,54;6,84;1,29;0,43;1,28;8,12;-1,20;1,38;30,09;12,86;16,95;0,43;0,57;0,61;15,88;135,85;58.034.864,08;7,54;2,27;0,02;10.349.096.133,60
EALT3;10,15;12,18;6,29;1,22;0,46;23,96;11,51;9,39;5,13;6,74;2,39;0,57;0,59;6,99;-0,80;1,19;19,34;7,39;12,49;0,38;0,62;0,79;26,85;;3.602,05;8,34;1,61;0,14;193.822.500,00
EALT4;7,60;18,24;4,60;0,89;0,34;23,96;11,51;9,39;3,76;6,74;2,39;0,57;0,43;5,12;-0,59;1,19;19,34;7,39;12,49;0,38;0,62;0,79;26,85;;206.878,27;8,34;1,61;0,10;193.822.500,00
ECOR3;7,65;;14,49;2,28;0,32;39,55;33,71;7,90;3,39;8,33;4,94;3,32;1,14;-3,58;-0,39;0,64;15,76;2,24;10,42;0,14;0,86;0,28;10,46;;44.858.513,27;3,35;0,53;-0,08;5.271.250.075,68
ECPR3;90,25;;-9,87;1,21;0,62;;;;-17,12;-17,09;0,08;-0,01;;174,62;-0,62;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;27.075,00;74,46;-9,14;0,14;171.908.947,31
ECPR4;90,74;;-9,92;1,22;0,62;;;;-17,21;-17,09;0,08;-0,01;;175,57;-0,63;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;9.036,67;74,46;-9,14;0,14;171.908.947,31
EEEL3;400,00;7,55;45,14;1,90;0,84;55,97;32,18;6,91;9,70;9,27;-0,43;-0,08;3,12;4,00;-1,48;1,96;4,22;1,87;3,05;0,44;0,56;0,27;-8,60;-37,86;40.000,00;210,09;8,86;-0,65;3.863.227.228,00
EEEL4;399,00;8,33;45,03;1,90;0,84;55,97;32,18;6,91;9,67;9,27;-0,43;-0,08;3,11;3,99;-1,48;1,96;4,22;1,87;3,05;0,44;0,56;0,27;-8,60;-37,86;39.900,00;210,09;8,86;-0,65;3.863.227.228,00
EGIE3;43,68;5,91;22,69;4,47;0,93;47,14;39,06;12,47;7,24;10,30;3,06;1,89;2,83;12,94;-1,20;1,47;19,71;4,10;16,54;0,21;0,79;0,33;14,25;0,21;60.387.915,19;9,72;1,92;-0,51;35.737.635.012,00
EKTR3;32,79;9,64;7,73;1,96;0,60;20,46;16,47;9,66;4,53;7,43;3,12;1,35;0,75;5,54;-0,90;1,47;25,42;7,70;12,92;0,30;0,70;0,80;12,33;18,51;7.766,67;16,69;4,24;0,20;6.025.318.195,89
EKTR4;29,57;11,76;6,97;1,77;0,54;20,46;16,47;9,66;4,09;7,43;3,12;1,35;0,67;5,00;-0,81;1,47;25,42;7,70;12,92;0,30;0,70;0,80;12,33;18,51;31.233,27;16,69;4,24;0,18;6.025.318.195,89
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30
ELET3;38,64;2,53;10,59;0,78;0,32;68,20;34,69;15,01;4,58;6,59;2,03;0,35;1,59;3,77;-0,40;1,66;7,39;3,00;6,40;0,41;0,59;0,20;-9,01;10,51;165.433.116,73;48,71;3,60;-0,97;61.748.700.293,80
ELET5;64,50;1,64;17,92;1,32;0,54;68,20;34,69;15,01;7,75;6,59;2,03;0,35;2,69;6,38;-0,68;1,66;7,39;3,00;6,40;0,41;0,59;0,20;-9,01;10,51;6.450,00;48,71;3,60;-1,64;61.748.700.293,80
ELET6;38,04;2,81;10,48;0,77;0,31;68,20;34,69;15,01;4,53;6,59;2,03;0,35;1,57;3,73;-0,40;1,66;7,39;3,00;6,40;0,41;0,59;0,20;-9,01;10,51;77.749.089,92;48,71;3,60;-0,96;61.748.700.293,80
ELMD3;15,88;;-195,97;2,93;1,38;35,29;2,19;-2,76;246,85;250,42;3,11;0,04;5,41;5,69;-2,54;2,14;-1,50;-0,70;0,31;0,47;0,53;0,26;;;2.720.114,00;5,48;-0,08;2,36;2.298.533.224,26
ELPL3;8,31;;1,44;0,69;0,05;16,64;11,89;5,53;0,67;3,02;2,35;2,42;0,08;18,11;-0,07;1,01;47,99;3,49;21,56;0,07;0,93;0,63;12,36;;;12,04;5,78;0,09;1.640.949.623,22
EMAE3;25,35;6,67;6,25;1,27;0,57;27,39;10,61;28,34;16,69;17,03;-5,54;-0,42;1,77;2,37;-0,85;4,06;20,32;9,18;2,16;0,45;0,55;0,32;20,69;22,22;;19,97;4,06;-0,26;1.273.792.963,64
EMAE4;40,80;4,60;9,96;2,02;0,91;27,39;10,61;28,34;26,59;17,03;-5,54;-0,42;2,82;3,78;-1,35;4,06;20,32;9,18;2,16;0,45;0,55;0,32;20,69;22,22;305.299,04;19,97;4,06;-0,41;1.273.792.963,64
